"SOIidx","start","end","formula","mass","anot","Bf_1","Bf_2","Bi_1","Bi_2","QC_00","QC_01","QC_02","QC_03","QC_04","QC_05","QC_06","QC_07","QC_08","QC_09","QC_10","QC_11","QC_12","QC_13","Suero_C01_08","Suero_C02","Suero_C03","Suero_C04","Suero_C05","Suero_C06","Suero_C07","Suero_P1_V1","Suero_P1_V3_5","Suero_P1_V4","Suero_P1_V6","Suero_P2_V1","Suero_P2_V3_5","Suero_P2_V4","Suero_P2_V6","Suero_P3_V1","Suero_P3_V3_5","Suero_P3_V4","Suero_P3_V6","Suero_P4_V1","Suero_P4_V3_5","Suero_P4_V4","Suero_P4_V6","Suero_P5_V1","Suero_P5_V3_5","Suero_P5_V4","Suero_P5_V6","Suero_P6_V1","Suero_P6_V3_5","Suero_P6_V4","Suero_P6_V6","Suero_P7_V1","Suero_P7_V3_5","Suero_P7_V4","Suero_P7_V6","Suero_P8_V1","Suero_P8_V3_5","Suero_P8_V4","Suero_P8_V6"
1951,322.5,332.5,"[C9H15O9]-",267.07216,"C9H16O9_M-H",NA,2768.46264648438,NA,NA,9413.7001953125,6057.55908203125,8106.8974609375,11177.029296875,6848.58154296875,10814.810546875,8604.1611328125,11184.06640625,12397.6298828125,9999.4423828125,11954.751953125,10235.6640625,11193.3173828125,15388.4775390625,NA,NA,NA,1999.91455078125,NA,NA,NA,NA,NA,NA,NA,2973.13061523438,2499.8525390625,2337.14404296875,NA,NA,3299.72998046875,NA,NA,3784.91967773438,NA,NA,NA,3394.33569335938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2375.60766601562,NA,NA,2535.94580078125,NA
1952,352.5,360,"[C11H15N4O4]-",267.10988,"C11H16N4O4_M-H",NA,NA,NA,NA,19006.220703125,21151.869140625,19573.2265625,19540.716796875,18768.291015625,17839.130859375,18095.337890625,19736.43359375,16607.552734375,15597.904296875,15343.1923828125,18247.6484375,17954.1953125,16871.265625,20261.59765625,35491.05078125,19624.044921875,64725.125,103943.4609375,21771.61328125,27067.60546875,19639.474609375,16273.572265625,16213.4033203125,22984.130859375,22389.904296875,19943.109375,25728.638671875,18140.537109375,15412.2783203125,17686.08984375,15025.55078125,15318.38671875,18130.931640625,18122.146484375,30417.373046875,26764.310546875,26848.033203125,28556.783203125,27463.53125,33007.6796875,13443.7138671875,10546.693359375,14343.056640625,18158.650390625,16282.76171875,22853.529296875,16050.2294921875,16641.365234375,20527.21875,18937.58984375,21096.615234375,18333.53515625
1953,181.91927575998,199.949619504,"[C9H15O9]-",267.07216,"C9H16O9_M-H",8107.77783203125,6846.03857421875,NA,NA,10516732,10671289,9976934,9986261,10591855,9740168,10841238,10278309,9021210,9687186,9472164,9466581,11975836,12360971,9415058,7238875.5,7844199,8305724.5,9869207,11263672,6293608,9699219,10850953,8132278,8595960,9924178,9315073,12251872,9310325,9152845,14230259,16194046,8122992.5,8993632,6798924.5,8245784.5,8268023.5,6972668,5944671,9487529,7373655.5,8928059,7808563,6424638.5,11987128,7875313.5,8916744,7734776.5,9418230,8509591,6846156.5,7481562.5,14536133
1954,199.949619504,217.97996324802,"[C9H15O9]-",267.07216,"C9H16O9_M-H",NA,NA,NA,NA,1337485.5,1322367.625,1264940.75,1195725.125,1269063.625,1351246.625,1307261.375,1313853.125,1241754.75,1288151.875,1139702.25,1139824.875,1549126.25,1547994.875,1065201.875,1017731.4375,905093.0625,989089.8125,1282177.5,1384542.75,779941.375,1076799.75,1255409.25,1017695.5,1097311.5,1244566.5,1099024.125,1557449.25,990752.4375,1123718.25,1618680.5,2141087.75,940176.25,1112372.875,769856.8125,992568.4375,1076100.5,785065.6875,712593.0625,948384.375,896048.625,1126028.75,970498.125,752934.875,1440964.375,904805.875,951401.3125,988437.75,1137149.875,1088224.625,862293.1875,919017.1875,2042729
1955,205,230,"[C16H27O3]-",267.19657,"C16H28O3_M-H; C16H30O4_M-H2O-H",NA,NA,NA,5669.3896484375,38245.08984375,34358.49609375,28507.837890625,28506.525390625,33608.25390625,26519.044921875,30608.875,31343.6015625,35681.6796875,25949.765625,31162.572265625,25044.642578125,33844.06640625,34750.265625,25786.498046875,116081.28125,34066.6171875,51803.77734375,47625.2578125,44008.18359375,48047.58984375,52269.890625,32536.0625,29989.7421875,53414.078125,26560.439453125,25236.322265625,28746.85546875,21076.2421875,27165.9453125,14611,17519.525390625,19729.345703125,31393.01171875,25938.087890625,59941.46484375,23444.42578125,21714.3359375,20987.08203125,22800.677734375,27897.96484375,34424.39453125,30858.5390625,38368.62109375,19438.146484375,31425.6015625,45887.109375,26818.111328125,49278.6640625,27493.12109375,22083.86328125,16673.126953125,19168.732421875
1956,192.5,202.5,"[C16H27O3]-",267.19657,"C16H28O3_M-H; C16H30O4_M-H2O-H",NA,5097.11865234375,NA,5996.8017578125,11501.7490234375,12068.087890625,17720.189453125,14063.30859375,13527.2568359375,11489.6494140625,11232.931640625,12054.6669921875,13095.5498046875,12502.1796875,7687.2099609375,10887.2880859375,10217.953125,8722.1533203125,8994.6396484375,33358.6484375,12474.1484375,19051.13671875,16226.373046875,16065.3525390625,15708.7978515625,13305.8447265625,10574.6767578125,13453.853515625,20196.21875,10571.7099609375,8859.978515625,10434.517578125,7926.5654296875,8369.7294921875,NA,9454.7431640625,9539.2158203125,14106.5615234375,12344.4052734375,17326.01171875,8434.072265625,7874.64111328125,10520.6943359375,6871.3427734375,NA,10804.4541015625,9995.4296875,12189.94921875,9024.5341796875,10651.2822265625,14672.0205078125,10493.173828125,15536.509765625,8044.61279296875,8634.4775390625,6270.50830078125,7160.025390625
1957,230.57259223998,263.82089350398,"[C10H11N4O5]-",267.07349,"C10H12N4O5_M-H",7676.7724609375,NA,NA,NA,761178.0625,709883.4375,740979.3125,732910.5625,713630.25,692930.25,695608.75,748388.4375,781021.375,731878.9375,740712.6875,714938.1875,747764.75,662336.3125,217224.578125,86221.109375,272277.28125,405117.59375,63473.63671875,350466.96875,69387.71875,138560.171875,388053.1875,313100.4375,201548.6875,1118589.875,1078258.125,511028.09375,1193679.25,1324263.75,789092.6875,133006.15625,473603.03125,1422524.375,1654253.25,868602.125,1144018,514367.03125,242255.875,137508.828125,242910.75,1660669.625,7138.89599609375,202057.828125,3252982.5,1286141.5,476091.6875,236859.671875,973375.8125,38069.0546875,953016.875,427650.9375,25771.130859375
1958,220.34006239998,230.57259223998,"[C10H11N4O5]-",267.07349,"C10H12N4O5_M-H",NA,NA,NA,NA,577543.6875,589429.5625,527463.25,582124.625,565802.75,544613.75,552976.875,564971,527084.8125,543442,534886.0625,546258.625,493013.875,469763.71875,167719.625,73592.984375,169552.34375,307835.78125,NA,293805.84375,NA,110255.8046875,275215.78125,226525.375,145196.46875,825963.625,802418.125,401127.5,937828.3125,1020870.5,564571,NA,381068.3125,1078883.25,1225481.875,771521.125,800672.0625,417182.9375,184024.0625,119957.6015625,189278.703125,1143342.5,NA,145734.640625,2651538.5,1034006.1875,356195.125,195998.53125,743208.5625,NA,617863.1875,356810.90625,NA
1959,263.82089350398,290.92798803198,"[C10H11N4O5]-",267.07349,"C10H12N4O5_M-H",NA,NA,NA,NA,490465.65625,462336.34375,483996.625,459059.71875,434662.15625,480152.15625,499004.1875,418535.21875,514988.375,430047.46875,468606.75,440755.25,441953.28125,453578.15625,139538.578125,5712.4833984375,152240.640625,284554.0625,46301.35546875,206567.46875,50468.33984375,93702.6640625,258901.375,193684.40625,169779.859375,636186.1875,607033.6875,311937.71875,808198.4375,707018.1875,458894.34375,89519.3671875,280860.71875,820691.625,1036714.625,443647.90625,747748.875,373488.9375,154301.515625,81549.453125,162287.3125,906261.4375,7138.89599609375,120628.5390625,1730547.625,751761.125,272285.78125,152056.140625,617491.3125,28544.166015625,537202.375,289337.375,21684.4140625
1960,262.5,280,"[C14H19O5]-",267.12325,"C14H22O6_M-H2O-H; C14H20O5_M-H",NA,NA,NA,NA,172007.0625,204195.9375,207812.96875,190893.8125,200251.53125,206115.40625,211411.90625,217168.234375,234606.453125,227058.875,206066.75,203685.765625,251355.921875,261167.59375,477109.71875,551684.3125,985940.9375,651747.25,748881.5625,453385.5,188127.453125,113087.53125,119613.5546875,103372.078125,90972.8203125,331477.6875,293824.03125,426367.5625,306664.96875,361272.59375,547465.4375,389899.71875,171434.6875,327046.1875,212290.171875,549958.3125,315443.21875,72520.6171875,48654.29296875,53188.20703125,53427.39453125,164872.328125,181552.828125,96006.4765625,156751.09375,436063.3125,315769.40625,207705.96875,167806.234375,55669.78515625,40453.15625,49016.21875,52456.5625
1961,82.5,103.75,"[C17H31O2]-",267.2324,"C17H34O3_M-H2O-H; C17H32O2_M-H",151596.65625,163980.796875,124320.1484375,147343.140625,342345.5,665080.4375,580594.875,626248.3125,470006.65625,611079,626076.4375,574445.375,261076.484375,692351.5625,704233.5,617671.375,541376.9375,523817.21875,627386.25,762446.125,863339.75,666680.1875,557140.9375,944100.4375,754789.625,416917.34375,415835.46875,578446.8125,535267.25,1067633.375,484180.1875,724034.5,623307.6875,476381.3125,290851.28125,456986.34375,803929.875,528499.4375,410196.125,623810.5625,535789.375,299608.34375,292698.46875,333939.21875,335527.84375,490503.65625,677584.125,375277.125,95562.0625,483534.9375,615576.1875,317575.875,361168.125,230977.1875,233574.421875,231471.15625,219922.078125
1962,340,347.5,"[C12H11ClNO2S]-",268.02045,"C12H11NO2S_M+Cl",NA,NA,NA,NA,27660.6015625,25322.876953125,24050.654296875,28352.376953125,26528.525390625,24794.548828125,24798.541015625,23528.564453125,29180.2109375,27862.447265625,25538.302734375,23538.359375,21654.720703125,23793.74609375,34119.7890625,30292.158203125,25609.916015625,28103.296875,41499.61328125,28264.62109375,25442.662109375,23855.25390625,24683.73828125,25111.224609375,27156,28784.59765625,27998.609375,29134.6171875,20578.25390625,27346.01953125,31955.189453125,29092.296875,18588.072265625,26583.521484375,22589.09765625,30454.7421875,18719.134765625,22667.1953125,27390.150390625,18524.943359375,24029.27734375,23003.2265625,16058.88671875,16227.609375,34944.14453125,22478.587890625,25255.8984375,19079.912109375,22386.560546875,22250.83203125,28705.69140625,30554.501953125,36948.4453125
1965,340,347.5,"[C12H10ClO3S]-",269.00447,"C12H10O3S_M+Cl",NA,NA,NA,NA,19561.32421875,22235.513671875,23562.158203125,21416.77734375,17339.251953125,21626.126953125,20032.87890625,22411.330078125,19625.53515625,21401.1875,18985.841796875,16034.4462890625,17500.20703125,19673.279296875,21649.921875,19797.173828125,15909.86328125,22729.298828125,20764.810546875,22933.94921875,19405.16015625,22609.36328125,19079.984375,27210.578125,27875.69140625,24508.931640625,25829.517578125,21686.642578125,20265.3671875,13980.1376953125,16367.8154296875,20955.13671875,18974.16015625,15834.5888671875,18626.87109375,18703.208984375,21743.130859375,22255.70703125,24136.818359375,22483.126953125,26257.162109375,23644.6015625,21177.494140625,25423.716796875,22103.91796875,26303.111328125,25466.4140625,27339.94921875,21090.98046875,18658.56640625,23836.56640625,20060.322265625,26004.705078125
1967,311.189660544,331.27093755999,"[C9H17O9]-",269.08781,"C9H18O9_M-H",NA,NA,NA,NA,21430.662109375,19851.08984375,20822.291015625,19986.822265625,25613.3359375,19102.615234375,21236.796875,18002.9921875,34680.37890625,24746.6796875,18225.759765625,32036.533203125,42953.703125,43029.76171875,32603.451171875,19799.1875,30478.890625,18923.86328125,30788.208984375,19135.771484375,33057.578125,39417.95703125,33555.30859375,28773.8984375,14825.283203125,34974.59375,33209.26171875,17117.623046875,24829.109375,42689.953125,52968.23046875,43280.85546875,22234.75390625,17325.947265625,24149.216796875,55042.4375,33907.39453125,37565.6171875,17732.4921875,18240.267578125,10204.9443359375,18054.97265625,17064.48046875,17355.103515625,23168.58203125,30864.798828125,18438.732421875,30488.75390625,35361.5859375,32702.638671875,42459.3828125,20889.671875,23386.08984375
1969,290,305,"[C9H18OPS3]-",269.02574,"C9H21O2PS3_M-H2O-H",NA,NA,NA,NA,83291.609375,86409.8828125,85849.75,91512.2578125,83635.71875,83304.796875,86266.3828125,89346.359375,93802.03125,79207.296875,68287.921875,70965.4140625,83449.4140625,90842.28125,24746.1640625,35801.0234375,41863.62890625,57180.8046875,22232.248046875,43366.0390625,23382.916015625,48891.8984375,89344.40625,19723.853515625,87476.34375,21486.166015625,33390.64453125,72928.6796875,59498.67578125,22446.232421875,8002.59912109375,7474.72265625,15841.3984375,61916.80859375,54025.26953125,39946.89453125,41485.203125,79834.9140625,52615.97265625,85959.453125,35715.17578125,96411.375,86847.4453125,69414.96875,9562.412109375,78419.7421875,67740.1640625,71269.21875,95017.6953125,71305.109375,12777.6552734375,26027.55859375,15609.853515625
1970,291.758479776,298.75146558402,"[C9H17O9]-",269.08781,"C9H18O9_M-H",NA,NA,NA,NA,58094.11328125,63951.98046875,58502.0546875,53280.671875,51428.9609375,63317.4921875,62500.22265625,74802.921875,67256.6328125,61482.5625,55999.49609375,60442.4296875,53030.53125,63765.29296875,41196.28125,76170.3828125,30478.890625,56475.890625,42992.75390625,63703.6015625,58792.72265625,57958.046875,61723.30859375,66160.78125,26985.34375,66544.328125,33209.26171875,59410.21875,27461.681640625,74673.09375,153556.640625,90632.6875,53066.515625,30582.14453125,24149.216796875,74252.5546875,33907.39453125,37565.6171875,32131.32421875,34200.109375,33509.35546875,49726.9296875,38024.765625,17355.103515625,201563.28125,30864.798828125,66417.625,52923.07421875,46119.19140625,32702.638671875,42459.3828125,37548.15234375,86587.90625
1971,298.75146558402,311.189660544,"[C9H17O9]-",269.08781,"C9H18O9_M-H",NA,NA,NA,NA,58094.11328125,63951.98046875,58502.0546875,53280.671875,51428.9609375,63317.4921875,62500.22265625,74802.921875,67256.6328125,61482.5625,55999.49609375,60442.4296875,53030.53125,63765.29296875,41196.28125,76170.3828125,30478.890625,56475.890625,42992.75390625,63703.6015625,58792.72265625,57958.046875,61723.30859375,66160.78125,26985.34375,66544.328125,33209.26171875,59410.21875,27461.681640625,74673.09375,153556.640625,90632.6875,53066.515625,30582.14453125,24149.216796875,74252.5546875,33907.39453125,37565.6171875,32131.32421875,34200.109375,33509.35546875,49726.9296875,38024.765625,17355.103515625,201563.28125,30864.798828125,66417.625,52923.07421875,46119.19140625,32702.638671875,42459.3828125,37548.15234375,86587.90625
1972,292.5,312.5,"[C12H17N2O3S]-",269.09654,"C12H18N2O3S_M-H",NA,NA,NA,NA,871310.5,923389.0625,981124.75,769805.9375,852631.125,826955.375,976961.125,940505.9375,1084034.125,1127193.5,1030535.625,904667.3125,1392125.5,1371417.125,1062723.375,3165102.75,833533.5,8112570.5,NA,6464859.5,NA,NA,NA,NA,NA,10937.490234375,NA,NA,NA,3953040.25,NA,2382331.5,NA,NA,2655224.5,4091668.75,NA,57334.01953125,NA,NA,2863.296875,4848430.5,3330632.5,2425968.75,NA,13801.267578125,NA,NA,NA,NA,4024489.75,1860029.625,3665509
1973,135,147.5,"[C12H7F2O5]-",269.0267,"C12H8F2O5_M-H",NA,NA,NA,NA,20797.439453125,13456.314453125,20357.103515625,12118.201171875,14246.3056640625,14037.4248046875,15852.912109375,12256.8037109375,10978.625,9533.625,10925.8486328125,13343.5048828125,8420.9580078125,8167.2958984375,20316.95703125,22563.720703125,13784.73046875,20116.873046875,16869.484375,8302.3349609375,9735.7626953125,9197.2509765625,10750.8427734375,9636.5771484375,18529.033203125,9807.44921875,10984.7431640625,11989.6083984375,14194.79296875,17486.162109375,12122.4580078125,8517.8486328125,12679.646484375,15177.6123046875,15151.037109375,20704.412109375,22069.091796875,14234.5966796875,18477.427734375,23801.61328125,22060.919921875,10556.0390625,10450.3203125,8505.37890625,10230.369140625,14712.5029296875,15372.9091796875,11441.666015625,10510.884765625,11787.8056640625,10954.748046875,18014.037109375,16627.083984375
1975,83.22888860802,108.649556544,"[C17H33O2]-",269.2486,"C17H34O2_M-H",480251.28125,415635,NA,349279.125,1400330.875,1578031,1432217.125,1644335.375,1578353.75,1679853.875,1446763.625,1530896.75,1446949.75,1499178.25,1482183.375,1477337.125,1326835.875,1386642.125,1434297.125,1667982,2435747.5,1735716.625,985128,2170550,1751023.5,881205.6875,914274.375,926321.5625,1353274.875,1837912.75,890601.0625,1265899.5,1006579.625,752859.4375,629308.5625,649611.6875,1043193.5625,1979714.125,1085397.125,2108198,1911426.125,339380.5625,531767.5625,420495.75,374040.84375,1066041.375,1003791.3125,1026646.625,217101.0625,1322210.625,1274881.5,1258076.75,1814994.75,581314.9375,522632.53125,442229.15625,467782
1976,245,257.5,"[C12H8F3N2O2]-",269.05434,"C12H9F3N2O2_M-H",NA,NA,NA,NA,12105.7685546875,11663.607421875,12176.22265625,10477.13671875,12741.0615234375,11615.36328125,14546.54296875,7902.91943359375,10734.4658203125,11403.0517578125,9245.150390625,10701.75390625,11254.4814453125,10479.791015625,14803.2939453125,12200.123046875,NA,11733.306640625,23480.095703125,8864.146484375,16834.7265625,19172.34765625,8747.6044921875,8559.0341796875,10818.3486328125,11594.1943359375,13763.2685546875,20906.689453125,14532.99609375,24292.83984375,14824.443359375,13903.0126953125,11399.107421875,9897.7314453125,12133.857421875,27435.1328125,13940.224609375,15785.1884765625,12972.5185546875,7415.8837890625,14581.357421875,8388.2685546875,NA,8634.4150390625,12656.173828125,17159.591796875,13984.212890625,12991.8603515625,15071.41796875,11443.623046875,11926.2744140625,4828.6806640625,9348.9345703125
1977,245,252.5,"[C8H14ClN2O6]-",269.05459,"C8H14N2O6_M+Cl",NA,NA,NA,NA,12105.7685546875,11663.607421875,12176.22265625,8925.3662109375,12741.0615234375,11615.36328125,14546.54296875,10732.3779296875,10734.4658203125,11403.0517578125,9230.5068359375,10701.75390625,11254.4814453125,10897.40625,14803.2939453125,12200.123046875,NA,11733.306640625,23480.095703125,7330.72412109375,16834.7265625,19172.34765625,8185.5205078125,8483.3896484375,10818.3486328125,11594.1943359375,13763.2685546875,20906.689453125,14532.99609375,24292.83984375,14824.443359375,14732.5595703125,10916.6259765625,9897.7314453125,12133.857421875,27435.1328125,13940.224609375,15785.1884765625,12972.5185546875,10104.90234375,14581.357421875,10904.44140625,NA,8634.4150390625,12656.173828125,17159.591796875,13984.212890625,12991.8603515625,15071.41796875,11443.623046875,10002.9169921875,9246.25390625,7543.69287109375
1978,227.5,237.5,"[C11H14N2O4P]-",269.06967,"C11H15N2O4P_M-H",5549.3271484375,NA,NA,NA,19323.267578125,19020.248046875,19658.908203125,15624.5478515625,17974.619140625,17758.595703125,15615.4111328125,14176.5546875,18580.4921875,17112.994140625,17674.626953125,20804.080078125,18013.302734375,16036.1552734375,19815.53515625,29719.109375,26402.099609375,26981.423828125,8485.984375,24966.31640625,31192.375,24482.419921875,14029.373046875,16090.107421875,29003.611328125,19649.302734375,20923.736328125,15753.13671875,19122.671875,22267.318359375,16240.34375,20396.0234375,17785.94140625,13897.6845703125,14022.54296875,21338.748046875,11576.5322265625,14756.5166015625,9948.4326171875,18874.02734375,21473.2421875,20550.2109375,18415.1171875,11541.724609375,12303.021484375,14532.7666015625,13809.9228515625,17932.091796875,14569.076171875,16801.775390625,28569.314453125,16397.55859375,8607.7080078125
1979,225,237.5,"[C12H14ClN2O3]-",269.06984,"C12H14N2O3_M+Cl",5549.3271484375,NA,NA,NA,19323.267578125,19020.248046875,19658.908203125,15624.5478515625,17974.619140625,17758.595703125,17268.02734375,14176.5546875,18580.4921875,17112.994140625,17674.626953125,20804.080078125,18013.302734375,16036.1552734375,19815.53515625,29719.109375,26402.099609375,26981.423828125,8485.984375,24966.31640625,31192.375,24482.419921875,14029.373046875,16090.107421875,29003.611328125,19649.302734375,20923.736328125,15753.13671875,19122.671875,22267.318359375,16240.34375,20396.0234375,17785.94140625,18998.220703125,14022.54296875,21338.748046875,13112.1708984375,14756.5166015625,9948.4326171875,18874.02734375,21473.2421875,20550.2109375,18415.1171875,11541.724609375,12303.021484375,14532.7666015625,13809.9228515625,20634.681640625,14569.076171875,16801.775390625,28569.314453125,16397.55859375,10238.1005859375
1980,228.24302285868,249.45382782402,"[C9H17O9]-",269.08781,"C9H18O9_M-H",NA,NA,6275.35595703125,NA,11650.701171875,18539.599609375,20081.0703125,18573.310546875,21502.615234375,18807.767578125,22100.560546875,21632.998046875,24269.123046875,22150.87890625,22988.2421875,22630.232421875,32859.2421875,29286.6328125,23553.26171875,24602.2890625,24706.931640625,28026.830078125,24146.404296875,21894.564453125,25333.9765625,26369,29722.697265625,20175.177734375,22941.439453125,21222.73828125,27478.115234375,23796.47265625,21710.994140625,32434.900390625,28389.451171875,37306.87109375,28003.306640625,22276.837890625,24779.548828125,35861.703125,29225.134765625,27029.88671875,23861.744140625,22840.05078125,25308.703125,22052.06640625,25382.09375,25992.001953125,24073.23046875,25570.6171875,26299.8515625,26001.67578125,28557.85546875,26909.056640625,24152.896484375,25108.55078125,22804.580078125
1981,160,170,"[C10H19ClO4P]-",269.0715,"C10H19O4P_M+Cl",NA,NA,NA,NA,26353.09375,25992.6171875,27243.802734375,24904.33203125,26706.060546875,23748.04296875,26459.388671875,26919.3359375,26676.5859375,24387.09765625,26880.232421875,21858.650390625,25504.455078125,24522.375,23636.4921875,28747.724609375,20490.478515625,23695.259765625,34751.05859375,29889.0078125,23612.3359375,22618.099609375,23940.271484375,26087.39453125,25807.171875,26478.349609375,24245.966796875,26048.84765625,24904.1640625,28879.435546875,25689.646484375,25269.01171875,24097.763671875,25064.70703125,23137.908203125,27230.150390625,25805.828125,25661.568359375,29715.96875,25749.169921875,23291.92578125,25663.0390625,36320.07421875,23712.666015625,25423.78125,28901.208984375,27586.27734375,26705.80078125,27513.248046875,25022.046875,25227.984375,28698.53125,26726.359375
1982,172.5,182.5,"[C10H19ClO4P]-",269.0715,"C10H19O4P_M+Cl",NA,NA,NA,NA,26353.09375,25992.6171875,27243.802734375,24904.33203125,26706.060546875,32200.7734375,26459.388671875,26919.3359375,26676.5859375,24387.09765625,26880.232421875,21858.650390625,25504.455078125,24522.375,23636.4921875,28747.724609375,24406.22265625,23695.259765625,34751.05859375,29889.0078125,23612.3359375,22618.099609375,23940.271484375,26087.39453125,25807.171875,26478.349609375,24245.966796875,26048.84765625,26783.26953125,28879.435546875,25689.646484375,25269.01171875,26125.271484375,25064.70703125,21769.6875,26907.54296875,25805.828125,25661.568359375,29715.96875,25749.169921875,25864.765625,25663.0390625,36320.07421875,23712.666015625,24564.416015625,25264.587890625,27586.27734375,26705.80078125,27513.248046875,25022.046875,21403.0234375,28698.53125,26726.359375
1983,190,202.5,"[C10H19ClO4P]-",269.0715,"C10H19O4P_M+Cl",NA,NA,NA,NA,17270.837890625,22616.46875,23978.849609375,16607.232421875,16683.228515625,19429.435546875,10361.6611328125,10758.1279296875,14729.01171875,18788.501953125,11742.072265625,18251.701171875,13192.9716796875,20919.0546875,8386.5732421875,12245.3427734375,24406.22265625,18047.494140625,18969.435546875,18560.875,15235.3671875,16892.5234375,13785.6552734375,13892.0341796875,13672.8408203125,10321.5517578125,16871.2734375,17374.013671875,19077.544921875,16979.42578125,20728.4140625,13079.68359375,26125.271484375,17828.6953125,16643.689453125,11055.1728515625,17016.474609375,21271.76953125,8949.8095703125,22310.732421875,9628.58984375,12711.7578125,22639.513671875,11905.7890625,19543.818359375,21147.685546875,20277.56640625,16700.875,12231.732421875,9649.1630859375,12324.9384765625,24405.705078125,20026.654296875
1984,185.821412928,207.03221789334,"[C9H17O9]-",269.08781,"C9H18O9_M-H",11532.943359375,11314.61328125,7139.8349609375,NA,198486.875,242254.796875,208778.78125,255607.546875,298913.03125,224469.03125,250967.359375,221075.015625,264266.1875,253796.140625,251884.96875,292992.09375,307295.96875,339044.46875,247448.5,299138.5,315422.1875,256360.265625,222773.265625,271279,306376.34375,283354.625,261861.328125,249731.390625,267658.1875,243078.453125,317655.15625,264770.3125,241414.96875,292001.34375,346806.0625,329585.03125,278837.5625,260464.796875,274900.65625,275243.6875,314395,297031.625,274639.90625,272950.4375,252259.53125,218133.96875,233019.65625,240648.984375,294626.40625,283972.84375,267928.96875,268523.15625,293761.3125,290084.65625,261028.15625,232059.625,300964.8125
1985,207.03221789334,228.24302285868,"[C9H17O9]-",269.08781,"C9H18O9_M-H",NA,NA,6472.8896484375,NA,31348.814453125,33986.77734375,34201.58984375,44745.1640625,40854.65625,49582.5625,42697.5390625,36874.0703125,50445.71484375,48770.015625,44420.8671875,49899.55078125,66303.59375,61803.83984375,51051.88671875,42840.77734375,61186.87890625,55398.6328125,54395.5,56805.6015625,50429.19140625,56382.4609375,55207.98828125,48090.84375,41385.12890625,45069.0859375,54291.80078125,53469.515625,41704.88671875,58012.26953125,64678.25,66735.4296875,48204.91015625,46119.73046875,46433.265625,58107.22265625,71953.671875,51868.71875,52784.12890625,48993.2265625,58185.7421875,44643.4765625,46442.62890625,50007.359375,50056.3984375,59733.33984375,53948.86328125,49807.26953125,57459.87109375,57760.2421875,61072.578125,46096.62890625,56155.80859375
1986,189.43977839202,208.54011568002,"[C11H9Cl2N2O2]-",271.00466,"C11H9ClN2O2_M+Cl",NA,NA,NA,NA,21179.220703125,20003.47265625,20145.810546875,28207.619140625,8142.75,9829.345703125,21712.4453125,28794.3359375,18473.75,20641.30859375,21789.322265625,13418.2021484375,30688.720703125,33438.27734375,17103.009765625,11411.17578125,10276.7099609375,13437.07421875,20845.666015625,21522.478515625,16593.62890625,19447.9921875,17174.4375,25589.40234375,21519.265625,28709.6640625,9181.9345703125,16516.4765625,25796,19682.02734375,27441.482421875,27131.74609375,9299.705078125,15141.3076171875,11160.5615234375,15614.6494140625,31543.712890625,7970.29296875,NA,19095.3984375,9697.8779296875,13785.2646484375,20763.26171875,12877.9443359375,25515.427734375,17575.736328125,13760.3291015625,6496.1416015625,21490.953125,7276.4990234375,18072.24609375,8026.20947265625,27795.666015625
1988,181.132291104,251.819929872,"[C16H31O3]-",271.22787,"C16H32O3_M-H",38290.29296875,44518.4375,NA,40114.4453125,138342.34375,138932.4375,123543.375,133763.640625,135420.5625,148414.359375,135994.953125,144245.703125,152132.03125,155521.84375,143502.421875,154454.34375,200597.953125,205547.109375,73384.15625,119639.0703125,86102.3984375,90604.359375,58641.91015625,83480.78125,73121.078125,52828.98046875,46747.76953125,51659.4765625,40352.64453125,54239.125,32312.8125,42499.9375,35269.06640625,49636.71875,47757.8828125,50727.4921875,44165.9296875,46953.05859375,60393.14453125,96059.21875,54132.62890625,37858.28515625,35371.734375,34100.7265625,53780.8515625,41164.48046875,35995.390625,38614.33203125,31105.896484375,57981.4375,55587.45703125,42672.05078125,67830.75,33729.91015625,34715.046875,32086.482421875,33778.57421875
1989,300,317.5,"[C12H15O7]-",271.08233,"C12H16O7_M-H; C12H18O8_M-H2O-H",NA,NA,NA,NA,34941.2890625,42734.7578125,30527.1640625,30774.19921875,35200.8828125,36451.2734375,35172.12890625,34914.34375,34464.34375,33537.77734375,25593.279296875,31382.61328125,27948.029296875,27758.044921875,56507.76171875,99245.0703125,106520.0390625,96759.3828125,74925.125,81785.625,48740.32421875,NA,6448.07470703125,4883.51123046875,10525.4873046875,57566.26171875,37481.58203125,38198.93359375,40868.26953125,NA,NA,NA,NA,10072.3798828125,12906.8310546875,18273,20086.86328125,6672.7294921875,4278.4150390625,NA,3820.44555664062,73823.34375,56317.00390625,53250.07421875,63680.27734375,94121.015625,86022.3515625,70090.609375,74789.328125,5986.2275390625,3647.50756835938,NA,3776.17724609375
