"SOIidx","start","end","formula","mass","anot","Ampolla_P1_V1","Ampolla_P1_V3_5","Ampolla_P1_V4","Ampolla_P1_V6","Ampolla_P2_V1","Ampolla_P2_V3_5","Ampolla_P2_V4","Ampolla_P2_V6","Ampolla_P3_V1","Ampolla_P3_V3_5","Ampolla_P3_V4","Ampolla_P3_V6","Ampolla_P4_V1","Ampolla_P4_V3_5","Ampolla_P4_V4","Ampolla_P4_V6","Ampolla_P5_V1","Ampolla_P5_V3_5","Ampolla_P5_V4","Ampolla_P5_V6","Ampolla_P6_V1","Ampolla_P6_V3_5","Ampolla_P6_V4","Ampolla_P6_V6","Ampolla_P7_V1","Ampolla_P7_V3_5","Ampolla_P7_V4","Ampolla_P7_V6","Ampolla_P8_V1","Ampolla_P8_V3_5","Ampolla_P8_V4","Ampolla_P8_V6","Bf_1","Bi_1","Bi_2","QCa_00","QCa_01","QCa_02","QCa_03","QCa_04","QCa_05","QCa_06","QCa_07","QCa_08","QCa_09","QCa_10","QCa_11"
51,325,335,"[C10H13N2NaO4]+",248.07675,"C10H13N2O4_M+Na",27538.33984375,21538.794921875,27335.84765625,16194.021484375,12487.732421875,13279.2470703125,12904.078125,17930.853515625,17222.728515625,20923.06640625,16929.52734375,18137.62109375,19858.57421875,18883.95703125,20175.712890625,19865.201171875,15285.2861328125,20675.23046875,7591.93310546875,16093.150390625,19085.203125,14580.2275390625,8739.1416015625,19885.8359375,18905.05859375,20305.61328125,24067.337890625,24221.650390625,21816.248046875,24333.09765625,8366.6708984375,8151.970703125,NA,NA,NA,20469.326171875,13185.1533203125,12334.62109375,15957.55859375,17851.90234375,16928.798828125,15587.01171875,11925.5576171875,14797.810546875,14595.6025390625,15479.7255859375,13473.5087890625
52,123.727149024,162.98667481602,"[C10H13N2O2]+",193.09715,"C10H9NO2_M+NH4; C10H12N2O2_M+H; C10H14N2O3_M+H-H2O",15487.0654296875,18137.732421875,13872.3974609375,16072.263671875,16696.296875,11563.3076171875,16921.015625,13975.89453125,12409.5546875,15414.78125,14536.79296875,19490.1796875,13644.0810546875,18494.978515625,17056.19921875,18563.380859375,34872.58203125,97964.515625,62419.29296875,85259.8125,13424.7265625,16878.681640625,14834.755859375,15083.421875,14237.1796875,16986.673828125,19402.8046875,13891.1064453125,14586.6728515625,22732.828125,22226.5078125,15392.611328125,16118.5693359375,9878.330078125,10607.3671875,92445.2578125,86572.1484375,99406.59375,86415.921875,91318.15625,96378.2421875,92047.9765625,102732.75,90808.78125,98668.2734375,101240.6953125,100955.078125
53,116.743205088,123.727149024,"[C10H13N2O2]+",193.09715,"C10H9NO2_M+NH4; C10H12N2O2_M+H; C10H14N2O3_M+H-H2O",11772.943359375,18137.732421875,13712.2216796875,15975.736328125,15850.1240234375,11563.3076171875,15884.376953125,13975.89453125,11472.7841796875,15219.4482421875,14965.9423828125,13746.5556640625,13424.2236328125,18494.978515625,17056.19921875,18563.380859375,28591.546875,64585.6875,40276.41015625,59999.05859375,13424.7265625,18043.044921875,14834.755859375,15083.421875,13553.5478515625,17308.435546875,19402.8046875,13486.7529296875,13658.3671875,18816.224609375,22226.5078125,15392.611328125,13621.4970703125,9296.6318359375,10223.3876953125,57210.55859375,70275.5390625,70301.7265625,57229.4921875,65392.546875,70648.375,67614.71875,55425.2578125,59860.328125,75815.3359375,64210.73828125,63253.30078125
54,322.5,332.5,"[C10H13N2O3]+",209.09207,"C10H9NO3_M+NH4; C10H12N2O3_M+H; C10H14N2O4_M+H-H2O",28290.80078125,16366.0458984375,28465.12890625,12263.9921875,12183.4404296875,17458.53125,16682.650390625,12896.90625,17570.509765625,20810.638671875,25666.5390625,19658.642578125,27883.1875,23664.1484375,21588.861328125,22976.416015625,13335.755859375,25073.689453125,14254.1015625,16601.564453125,17054.697265625,17026.13671875,NA,12292.880859375,21407.2265625,21914.220703125,27323.841796875,23414.013671875,17963.259765625,25708.41015625,11213.119140625,11473.4111328125,NA,NA,NA,15585.05078125,14256.5673828125,17560.80859375,14153.640625,13752.1611328125,17112.046875,17718.2421875,17657.482421875,19529.599609375,14793.9169921875,18476.32421875,22515.029296875
55,102.5,120,"[C10H13N2O3]+",209.09207,"C10H9NO3_M+NH4; C10H12N2O3_M+H; C10H14N2O4_M+H-H2O",8896.009765625,10252.19921875,9233.6103515625,10311.2001953125,11927.033203125,9828.65234375,12535.951171875,6520.64794921875,11869.37890625,13832.4892578125,10254.1533203125,8221.5771484375,9216.01171875,9512.013671875,9021.1865234375,12184.1572265625,11589.294921875,14735.251953125,10427.0087890625,12178.78515625,11388.7265625,17545.630859375,22422.828125,10638.0693359375,9213.96875,8006.1318359375,21210.650390625,11850.685546875,12316.5390625,14481.2880859375,14816.4072265625,6699.2138671875,8179.13330078125,NA,NA,12754.9453125,12986.33203125,13877.58984375,14323.65234375,10693.1591796875,12494.3056640625,14915.8681640625,13567.9951171875,13648.353515625,13697.1015625,14584.3701171875,11900.7138671875
56,122.5,140,"[C10H13N2O3]+",209.09207,"C10H9NO3_M+NH4; C10H12N2O3_M+H; C10H14N2O4_M+H-H2O",9551.53515625,9200.771484375,11607.302734375,10948.654296875,10232.1181640625,7772.73583984375,9921.0908203125,7268.021484375,8375.4580078125,11192.9599609375,8740.3720703125,11958.66796875,11964.462890625,10901.904296875,8323.7470703125,9746.3291015625,13587.8310546875,15899.5078125,16351.58984375,9009.828125,11553.236328125,8655.2109375,13050.4248046875,10302.8037109375,11255.4931640625,10533.4970703125,13873.3935546875,11711.044921875,9439.1591796875,9932.40625,13520.55859375,10432.671875,7467.36328125,NA,NA,11752.77734375,15396.1005859375,11446.119140625,13664.8876953125,11324.4892578125,10458.1865234375,13122.41015625,11542.60546875,14375.498046875,13644.634765625,13166.2021484375,10377.208984375
57,82.5,90,"[C10H13N2O3]+",209.09207,"C10H9NO3_M+NH4; C10H12N2O3_M+H; C10H14N2O4_M+H-H2O",13132.0654296875,10113.1279296875,15709.9287109375,15271.65234375,9841.349609375,12813.7109375,16470.83203125,7477.0869140625,9570.1396484375,12287.1201171875,12125.9375,16003.4814453125,11059.751953125,10548.6708984375,9639.310546875,12045.240234375,12295.2275390625,20113.11328125,13372.5947265625,10731.146484375,8989.630859375,23114.111328125,24925.568359375,14981.419921875,14381.6865234375,11712.4248046875,23102.021484375,11907.45703125,11820.5205078125,15473.099609375,21181.98046875,9666.802734375,NA,NA,NA,11819.185546875,12465.8427734375,13877.58984375,11440.2724609375,13313.03515625,11588.154296875,12650.646484375,11664.1845703125,14394.8798828125,12619.6767578125,NA,21187.453125
58,183.75,200,"[C10H13N2O3]+",209.09207,"C10H9NO3_M+NH4; C10H12N2O3_M+H; C10H14N2O4_M+H-H2O",10569.6005859375,11892.3466796875,11045.015625,13180.2314453125,9667.8720703125,11715.248046875,8743.771484375,7844.84765625,10615.6328125,7703.81787109375,12244.42578125,13294.52734375,7551.3134765625,10293.8662109375,9969.673828125,10048.4013671875,8763.8896484375,18467.884765625,10125.123046875,15146.578125,11423.638671875,11736.8525390625,11167.005859375,8646.2939453125,7703.97998046875,10240.708984375,13477.9521484375,11838.1416015625,11683.6494140625,11905.46875,14332.6943359375,8861.6103515625,NA,NA,NA,13273.7373046875,12827.025390625,15992.46875,10738.7158203125,10613.8818359375,13328.2236328125,12082.0361328125,10610.8955078125,14039.9853515625,11833.3837890625,13034.119140625,16475.140625
59,140,157.5,"[C10H13N2O3]+",209.09207,"C10H9NO3_M+NH4; C10H12N2O3_M+H; C10H14N2O4_M+H-H2O",11863.89453125,13395.5498046875,10102.677734375,7676.0068359375,13506.7197265625,8211.5986328125,11780.48828125,6984.14990234375,7476.28173828125,10109.5126953125,9559.08203125,10429.6337890625,11964.462890625,10901.904296875,12990.2431640625,7977.87109375,9846.2353515625,15997.0537109375,16351.58984375,9520.3828125,10339.9267578125,12126.439453125,13050.4248046875,9450.1669921875,11242.4951171875,11946.583984375,13873.3935546875,12739.1474609375,9803.8740234375,10697.6552734375,13520.55859375,9096.076171875,NA,NA,NA,10802.8603515625,13100.1904296875,13514.7802734375,11635.822265625,11324.4892578125,13492.099609375,11651.103515625,11542.60546875,14375.498046875,11410.7978515625,13166.2021484375,9790.7216796875
60,125.27727289602,158.31613144002,"[C10H13N2O]+",177.10224,"C10H12N2O_M+H; C10H9NO_M+NH4; C10H14N2O2_M+H-H2O",37892.37890625,28104.0078125,38164.140625,37282.23046875,41155.94140625,19309.857421875,55134.49609375,22795.283203125,28706.779296875,44377.96484375,36416.71875,36438.734375,43901.8984375,37533.140625,44088.32421875,66147.9453125,390933.5,1332038.625,849266.0625,1188154.625,23841.421875,22845.03125,54783.28125,48751.01953125,36637.6328125,32439.5,68636.75,29166.578125,22307.3984375,48652.18359375,27721.912109375,52938.80078125,24785.34375,19605.513671875,18669.064453125,1416329.5,1429384.25,1434817.5,1482181.25,1431575.875,1405651.375,1525769.125,1392140.875,1333938.125,1304597.5,1337147.375,1345358.5
61,100.64699315202,125.27727289602,"[C10H13N2O]+",177.10224,"C10H12N2O_M+H; C10H9NO_M+NH4; C10H14N2O2_M+H-H2O",37892.37890625,28104.0078125,38164.140625,36421.87109375,41155.94140625,18130.677734375,55134.49609375,21698.974609375,28706.779296875,41218.43359375,36416.71875,36438.734375,43901.8984375,37533.140625,44088.32421875,66043.21875,320821.34375,1156085.625,707589.625,1037127.5,23841.421875,22845.03125,54606.515625,48751.01953125,36637.6328125,32439.5,66445.125,29166.578125,22307.3984375,48652.18359375,27721.912109375,52938.80078125,23763.005859375,16513.4765625,18055.451171875,1188328.875,1243766.625,1237996.875,1085024.375,1289920.875,1245969.375,1092979.625,1121689.125,1215675,1171801.875,1096593.125,1151590.625
62,158.31613144002,178.391908584,"[C10H13N2O]+",177.10224,"C10H12N2O_M+H; C10H9NO_M+NH4; C10H14N2O2_M+H-H2O",19251.75390625,18667.412109375,22555.22265625,20233.734375,17095.318359375,16599.57421875,29050.951171875,14790.1123046875,27176.896484375,26506.970703125,18490.912109375,21393.76171875,23975.783203125,19296.6875,25889.904296875,45477.7265625,330256.75,997209,682527.0625,866414.25,16594.109375,17419.052734375,39698.01953125,23831.501953125,21196.076171875,18565.29296875,28139.125,20490.341796875,17628.568359375,25355.091796875,17209.962890625,28334.76171875,18201.6015625,9435.140625,15932.4521484375,992429.3125,1055972.125,1025789.75,1092567.875,1003436.25,1119440,1086072.625,1047807.1875,951439.4375,1006762.5625,1010609.625,869310.5
63,287.5,302.5,"[C10H13N4O5]+",269.08805,"C10H12N4O5_M+H",34656.4765625,29240.79296875,37823.2734375,20653.63671875,25974.34765625,17837.6640625,25569.50390625,16354.1533203125,9618.01953125,13637.9921875,33731.92578125,22157.505859375,38794.94140625,18968.55078125,16641.876953125,34740.74609375,34371.125,31694.2734375,22815.15625,22854.490234375,21247.451171875,20617.865234375,17629.669921875,26392.63671875,38314.32421875,16784.80078125,33699.56640625,18220.12109375,19884.6796875,23238.53515625,14100.884765625,8173.6708984375,6932.19384765625,NA,NA,10919.5947265625,16507.958984375,17303.50390625,12581.7041015625,17198,29014.201171875,22641.58203125,18266.359375,20155.3203125,15690.2861328125,27932.67578125,12090.560546875
64,67.5,80,"[C10H13N4O6S]+",317.05503,"C10H9N3O6S_M+NH4",44672.328125,49909.66796875,29428.822265625,50084.75390625,51727.87109375,65799.75,66483.7890625,53516.6171875,77112.7109375,49833.41796875,60519.765625,46043.66015625,48073.1484375,56708.76953125,40119.57421875,40248.12109375,75913.7109375,69795.625,45191.96875,60630.984375,56493.4453125,36161.703125,34605.74609375,55664.015625,51102.390625,67885.171875,53339.55859375,40652.25,57693.1328125,29013.076171875,52218.21875,66698.7734375,30842.37890625,NA,NA,53279.08984375,56931.265625,69895,58852.45703125,46848.28125,58717.3046875,44277.2734375,65471.8125,61912.4453125,63962.1015625,69608.15625,62387.33984375
65,32.5,42.5,"[C10H13N5NaO3]+",274.09106,"C10H13N5O3_M+Na",22198.134765625,17778.96875,43380.6171875,10169.5126953125,22453.626953125,24582.7578125,26530.935546875,9324.29296875,19409.87109375,19113.810546875,15784.95703125,25549.94140625,11729.3837890625,49854.14453125,22926.501953125,29724.66796875,24958.947265625,15585.53125,14568.06640625,14423.3447265625,20025.953125,19908.798828125,24723.818359375,22451.341796875,41569.93359375,17524.20703125,23578.572265625,12167.4677734375,11630.4208984375,42624.515625,12909.86328125,39439.5625,40144.546875,37344.01953125,NA,13748.2685546875,11680.69921875,24343.130859375,16302.0263671875,12459.9130859375,24565.28125,17182.556640625,7643.68994140625,33283.625,32392.025390625,14801.7861328125,17610.244140625
67,65,82.5,"[C10H13N5O5PS]+",346.03695,"C10H12N5O5PS_M+H",65214.25390625,102554.6484375,93210.2578125,104465.859375,66329.1796875,59074.16015625,71609.265625,74057.4375,79293.4140625,90219.9140625,29901.78125,88819.2578125,71707.625,105983.0234375,31266.1640625,88870.046875,60139.43359375,46495.13671875,60424.1171875,29429.20703125,78554.6015625,77113.203125,64744.92578125,82051.171875,96406.328125,59550.8984375,76697.875,103234.7265625,NA,90818.6484375,38976.2890625,128518.1015625,NA,NA,NA,72405.59375,87523.078125,99757.7578125,89466.0078125,94001.75,118424.25,97378.5625,85617.8515625,109364,58385.7578125,105042.8671875,96864.5234375
68,387.5,395,"[C10H13NNaO2]+",202.08385,"C10H13NO2_M+Na",52262.6484375,62099.96484375,56077.43359375,77492.8671875,49029.9375,51532.5703125,60817.67578125,52040.6953125,52555.87890625,48790.6796875,52814.62109375,50447.51953125,50170.01953125,50845.359375,51384.51953125,55121.92578125,61924.16015625,58085.7109375,56311.0859375,53605.6015625,55382.49609375,54572.421875,50066.1015625,65091.5234375,53530.8203125,54321.15625,51324.0234375,51512.46484375,53759.96875,50614.6142578125,47938.5703125,44461.6796875,45269.58203125,13376.703125,NA,54358.375,55773.12890625,54616.0703125,49906.2109375,50711.13671875,54515.6796875,61006.21875,53887.35546875,43128.4296875,55032.1640625,48396.84765625,48937.41015625
69,342.5,350,"[C10H13NO5P]+",258.05258,"C10H14NO6P_M+H-H2O",74596.703125,58535.53125,62662.59375,52035.65625,NA,70950.4453125,10580.1435546875,50974.4609375,77541.8203125,64756.78125,38280.08984375,48621.4453125,76913.9609375,58477.63671875,NA,52486.74609375,64624.4609375,53711.73828125,37629.30078125,52116.58203125,NA,41483.390625,55213.44921875,56416.0859375,76780.9765625,58267.546875,43100.828125,55120.34375,53469.83984375,78751.34375,43491.60546875,47916.7109375,NA,10652.8798828125,NA,59547.96484375,107981.8125,54836.0859375,49009.01953125,56385.390625,51860.625,66162.8828125,44875.3671875,64989.109375,77232.90625,49111.42578125,69750.9453125
70,427.5,432.5,"[C10H14CaNO5]+",268.04924,"C10H10CaO5_M+NH4",6152.69775390625,NA,24164.033203125,6649.63232421875,6767.2314453125,9629.279296875,NA,NA,6244.884765625,NA,12427.48046875,18198.419921875,13995.34375,7046.6982421875,15783.287109375,36254.90625,NA,16940.84375,8413.1650390625,7189.78466796875,12822.8134765625,NA,8362.4248046875,22413.072265625,7588.96728515625,NA,7541.771484375,19542.853515625,7354.93408203125,8394.3388671875,NA,NA,NA,NA,12262.771484375,9935.626953125,9149.85546875,13914.99609375,22728.095703125,27136.220703125,15676.357421875,22420.826171875,NA,38987.3203125,29771.431640625,30976.21484375,33308.66796875
71,70,82.5,"[C10H14MgN2NaO8]+",337.04928,"C10H14MgN2O8_M+Na",NA,56647.29296875,NA,18156.9453125,29965.595703125,20330.59765625,NA,46043.78515625,NA,30453.451171875,19167.873046875,42093.41015625,25270.6171875,26120.05859375,27264.830078125,36446.24609375,NA,NA,20384.1171875,12384.583984375,NA,12832.5166015625,NA,24339.6015625,NA,21495.083984375,11201.048828125,33831.29296875,NA,NA,29725.712890625,37762.86328125,NA,NA,NA,49148.09765625,31902.931640625,89108.546875,83368.75,44467.89453125,42525.94140625,127441.7265625,50818.56640625,43807.48828125,NA,21866.548828125,34892.05859375
72,407.5,417.5,"[C10H14N2]+",162.11515,"C10H13N2_M+H",22964.681640625,402490.71875,205644.65625,223418.859375,158394.859375,228365.453125,47389.46484375,71776.03125,435506.59375,105536.046875,87466.078125,78431.484375,443054.4375,299722.46875,357192.65625,142638.265625,210850.703125,196503.34375,235514.171875,301260.03125,NA,197357.3125,127126.7734375,151350.328125,90386.828125,147112.53125,315413.21875,247646.015625,83954.0078125,104127.078125,157911.890625,197165.4375,NA,324540.0625,66948.2421875,95790.6171875,155272.40625,146905.546875,190977.15625,182277.453125,47960.55859375,212375.6875,422613.5625,40806.54296875,81150.296875,22532.337890625,42557.83203125
73,195,202.5,"[C10H14N3O2]+",208.10805,"C10H10N2O2_M+NH4; C10H15N3O3_M+H-H2O; C10H13N3O2_M+H",NA,NA,11564.619140625,9650.759765625,7957.60986328125,7429.04736328125,8745.70703125,8183.5634765625,7822.7705078125,NA,10211.1318359375,8641.2138671875,7370.73876953125,7637.85546875,11558.7119140625,7646.767578125,NA,8870.3212890625,NA,7374.1982421875,12067.2412109375,7727.18408203125,7181.97509765625,9573.716796875,7632.29052734375,NA,7589.52490234375,9918.3427734375,7325.87353515625,11038.232421875,8777.041015625,6795.49658203125,NA,NA,NA,7716.40380859375,12263.3779296875,NA,8780.130859375,6915.1669921875,NA,10037.3466796875,8809.072265625,NA,7515.5029296875,10021.9013671875,9822.8369140625
74,133.75,152.5,"[C10H14N3O3]+",224.10297,"C10H15N3O4_M+H-H2O; C10H13N3O3_M+H",19262.642578125,15709.037109375,22913.609375,8329.068359375,12133.380859375,15054.0380859375,10192.3125,7451.314453125,8680.0771484375,12127.5244140625,11278.6953125,11314.2216796875,7570.693359375,NA,7610.7744140625,11137.607421875,11927.7060546875,17358.32421875,6588.54736328125,16218.349609375,9823.853515625,8587.869140625,8565.3427734375,20479.103515625,13409.427734375,11501.50390625,13349.8515625,NA,17636.15234375,20847.984375,16038.6787109375,9146.02734375,7884.40673828125,NA,NA,9156.2197265625,11160.4970703125,12328.951171875,10768.8818359375,15802.6962890625,15011.142578125,14548.3837890625,17928.72265625,18931.615234375,11274.7685546875,22503.869140625,22465.896484375
75,115,133.75,"[C10H14N3O3]+",224.10297,"C10H15N3O4_M+H-H2O; C10H13N3O3_M+H",16658.888671875,12733.564453125,22913.609375,7412.59716796875,9816.7099609375,10650.666015625,9721.833984375,8219.9853515625,8680.0771484375,6281.54248046875,11278.6953125,9559.90234375,7578.193359375,NA,8465.2431640625,11137.607421875,8378.837890625,17358.32421875,14206.408203125,16218.349609375,11170.1455078125,7518.21337890625,7710.7001953125,20479.103515625,14889.9228515625,10501.6591796875,13349.8515625,NA,17636.15234375,17597.837890625,16509.0546875,9858.7197265625,7884.40673828125,NA,NA,9234.4736328125,15555.53515625,11923.7646484375,12104.5634765625,15802.6962890625,15011.142578125,13206.4716796875,17928.72265625,19567.703125,20622.22265625,22503.869140625,22727.015625
76,277.5,285,"[C10H14N3O6P]+",303.06147,"C10H13N3O6P_M+H",20682.083984375,NA,37736.15234375,NA,9032.919921875,8590.59765625,15809.4375,7631.69580078125,20572.091796875,NA,12089.16015625,NA,22043.3515625,18965.515625,14799.1474609375,8829.6142578125,NA,20286.712890625,11363.814453125,21405.32421875,16458.81640625,8259.8837890625,7739.36767578125,8021.34375,17176.900390625,NA,24648.22265625,19922.080078125,15335.912109375,12129.4716796875,11413.009765625,NA,NA,NA,NA,NA,NA,NA,11106.333984375,10611.296875,13380.94921875,13359.654296875,24250.953125,28436.33984375,39533.3203125,34327.23828125,41343.9140625
