"SOIidx","start","end","formula","mass","anot","Ampolla_P1_V1","Ampolla_P1_V3_5","Ampolla_P1_V4","Ampolla_P1_V6","Ampolla_P2_V1","Ampolla_P2_V3_5","Ampolla_P2_V4","Ampolla_P2_V6","Ampolla_P3_V1","Ampolla_P3_V3_5","Ampolla_P3_V4","Ampolla_P3_V6","Ampolla_P4_V1","Ampolla_P4_V3_5","Ampolla_P4_V4","Ampolla_P4_V6","Ampolla_P5_V1","Ampolla_P5_V3_5","Ampolla_P5_V4","Ampolla_P5_V6","Ampolla_P6_V1","Ampolla_P6_V3_5","Ampolla_P6_V4","Ampolla_P6_V6","Ampolla_P7_V1","Ampolla_P7_V3_5","Ampolla_P7_V4","Ampolla_P7_V6","Ampolla_P8_V1","Ampolla_P8_V3_5","Ampolla_P8_V4","Ampolla_P8_V6","Bf_1","Bi_1","Bi_2","QCa_00","QCa_01","QCa_02","QCa_03","QCa_04","QCa_05","QCa_06","QCa_07","QCa_08","QCa_09","QCa_10","QCa_11"
2393,67.5,85,"[C5H11N2Na2O4]+",209.05087,"C5H7NNa2O4_M+NH4",49894.30078125,64230.8828125,53701.4453125,68288.7265625,71249.8046875,67466.4453125,81819.234375,53978.5859375,72580.953125,64783.34375,68618.515625,63916.96875,59036.30859375,61736.5625,41234.91796875,47565.73828125,71982.546875,75687.703125,56690.01171875,67250.8203125,66958.78125,65217.1328125,47609.1171875,69731.9453125,56431.3828125,75361,56215.703125,50676.21484375,79615.9765625,61330.78515625,65279.66796875,78702.7109375,37658.16015625,NA,NA,55149.27734375,71971.1328125,61447.59765625,66117.9921875,65404.73828125,67643.7265625,54208.94140625,94556.359375,58313.95703125,93322.625,36104.2265625,42437.8828125
2394,340,352.5,"[C5H11N2O2S]+",163.05357,"C5H12N2O3S_M+H-H2O; C5H7NO2S_M+NH4; C5H10N2O2S_M+H",122094.65625,60579.73828125,83027.9921875,44235.9453125,30764.138671875,32594.115234375,74993.75,73226.75,78692.171875,96959.390625,64775.828125,35839.03125,102243.625,81530.3671875,98384.0625,134573.21875,44014.33984375,111405.0625,39921.140625,58096.50390625,113897.7890625,84827.765625,32027.888671875,100537.3984375,116072.453125,80479.3203125,100944.5,126336.203125,72005.625,116010.0859375,27095.681640625,48031.87890625,NA,NA,NA,49051.296875,44872.31640625,49735.66015625,45523.7578125,48153.87890625,54570.53125,52338.57421875,55257.09375,65806.4921875,66784.1953125,88035.8515625,48214.73828125
2395,141.25,169.375,"[C5H11N2O3]+",147.07642,"C5H7NO3_M+NH4; C5H10N2O3_M+H",71964.0625,53075.76953125,64060.30078125,25248.279296875,31696.25390625,27676.40625,46848.67578125,30032.583984375,34886.58984375,38295.7734375,34002.48828125,24703.41015625,62998.79296875,51167.24609375,74723.9140625,63252.953125,38724.26953125,39600.30078125,38772.515625,27601.6796875,50324.078125,46683.30859375,33751.04296875,48951.08203125,56708.48046875,36642.0859375,68703.28125,46391.80859375,41442.265625,56487.83203125,25130.8203125,23937.94140625,12062.0908203125,10300.9423828125,6377.4814453125,35757.765625,36098.71875,36452.86328125,40651.3203125,46858.08203125,37669.5703125,42235.6796875,44693.39453125,47350.04296875,48761.875,49730.48046875,53285.69140625
2396,323.440207152,389.91195227202,"[C5H11N2]+",99.09167,"C5H10N2_M+H; C5H7N_M+NH4",456085.46875,368674.125,606070.75,324763.0625,253014.15625,279378.15625,275673.28125,330809.3125,334910.375,424608.0625,370623,322145.59375,754514.8125,453932.5,590057.9375,660526.125,256974.546875,678374.9375,304050.125,294165.25,407581.03125,380317.46875,167888.375,618310.625,382517.9375,361771,490834.59375,444034.28125,348050.78125,678881.75,185414.421875,272694.53125,69734.546875,65490.91796875,63032.51171875,410576.5,469764.5,484028.84375,481338.65625,472577.0625,476937.375,465324.53125,356596.46875,355451.71875,349809.0625,334267.34375,338773.28125
2397,260.88542465598,272.92392624,"[C5H11N3NaO2]+",168.07434,"C5H11N3O2_M+Na",16564.80078125,12605.0830078125,16646.173828125,7368.7890625,11939.5615234375,14552.2080078125,11122.1318359375,18083.033203125,12854.3212890625,NA,NA,NA,20949.3828125,13917.4599609375,11772.169921875,11363.0087890625,8311.8984375,24162.736328125,10773.265625,27223.14453125,17563.28515625,12614.4638671875,12067.2294921875,13245.978515625,17088.060546875,6535.0693359375,16336.0322265625,27824.890625,13438.9990234375,16307.48828125,10048.767578125,NA,NA,NA,NA,18806.125,28576.798828125,30894.005859375,32241.90625,31441.830078125,35502.4296875,42318.6875,27069.685546875,31917.970703125,23710.8515625,23625.283203125,31788.607421875
2398,272.92392624,299.39235089598,"[C5H11N3NaO2]+",168.07434,"C5H11N3O2_M+Na",16564.80078125,12605.0830078125,16646.173828125,7368.7890625,11939.5615234375,14552.2080078125,10509.4697265625,18083.033203125,12854.3212890625,NA,NA,NA,20949.3828125,13917.4599609375,11772.169921875,11363.0087890625,6844.2724609375,24162.736328125,10773.265625,27223.14453125,17563.28515625,12614.4638671875,12067.2294921875,13245.978515625,17088.060546875,6535.0693359375,16336.0322265625,27824.890625,13438.9990234375,16307.48828125,10048.767578125,NA,NA,NA,NA,18806.125,28576.798828125,30894.005859375,32241.90625,31441.830078125,35502.4296875,42318.6875,27069.685546875,31917.970703125,23710.8515625,23625.283203125,31788.607421875
2399,327.5,340,"[C5H11N3NaO]+",152.07943,"C5H11N3O_M+Na",NA,9292.466796875,NA,NA,10102.935546875,5526.22998046875,NA,NA,NA,NA,NA,NA,12587.34765625,9052.5,NA,11608.3359375,NA,11422.248046875,NA,11568.8935546875,8210.4892578125,NA,NA,6520.82470703125,8245.25390625,NA,NA,21088.73046875,NA,NA,11083.44140625,NA,NA,NA,NA,23123.544921875,37644.25390625,34890.11328125,28499.181640625,27947.87109375,28564.453125,29688.54296875,15905.2763671875,14447.5458984375,17114.2421875,16099.6171875,13112.3154296875
2400,319.158201696,344.14246715202,"[C5H11N4]+",127.09782,"C5H7N3_M+NH4",6331955.5,5913243,7458325,5968009,4842022,4478672.5,4419041.5,5031686.5,1987487.75,4363366,2286969.25,2488379.25,7297900.5,4173397,5945081.5,4790740.5,2344820.25,7273551.5,2566366.25,3103313.25,5760652,5383208.5,1626804.5,5457060.5,4317238,3367771.5,5745528.5,6516612,3600604.25,7274336.5,1865608.25,1611016.5,282669,1391836.625,889905.5,6789228.5,7284688.5,7392394,7409409.5,7304242,7065064.5,6301148,4097328.75,3932723,3625167.5,3381168.75,3219247.75
2401,352.198678656,365.54085972798,"[C5H11NNaO2]+",140.0682,"C5H11NO2_M+Na",7103816,3330785.75,5189439,3171679.25,3321783.5,3135161.25,3993972.5,3035323.5,4478458,3366681.5,4187137,4341704,3423416.75,5876969,3759950.75,4097001.5,4160388,3582898.75,4330059.5,3131863.5,4183221.5,3870840.75,2911823.75,3495581,6440949.5,3109328.75,4561869.5,4449215.5,3693307.75,3868734.75,4300828.5,4284777.5,3537979,6825895.5,2263996.75,2651165.5,2979820.5,2795192.5,3001777.5,3614165,2611919,2929048.25,3497763.75,3841178,2859442.5,3332422.5,4823825.5
2402,127.5,135,"[C5H11NNaS3]+",203.99458,"C5H11NS3_M+Na",NA,13326.1142578125,NA,7604.85107421875,NA,19723.697265625,8778.9736328125,NA,10253.37890625,13990.3798828125,NA,NA,13694.525390625,7231.50439453125,7879.8154296875,8995.15234375,12142.41015625,12875.798828125,6813.30224609375,NA,NA,9780.3525390625,14938.923828125,7756.27001953125,NA,NA,NA,NA,NA,8220.7451171875,NA,12380.1279296875,NA,22828.63671875,NA,9639.021484375,12605.982421875,12292.423828125,8500.076171875,NA,15812.509765625,15823.130859375,13214.029296875,10767.71484375,NA,NA,NA
2403,485,490,"[C5H11NNaS3]+",203.99458,"C5H11NS3_M+Na",NA,13328.69140625,NA,6262.5888671875,NA,12016.90234375,NA,NA,6043.72021484375,12992.2841796875,NA,NA,NA,NA,6236.8837890625,10034.2763671875,6604.2939453125,NA,10647.220703125,12640.65625,NA,8265.0732421875,NA,5642.34912109375,NA,15415.1552734375,7694.67724609375,NA,9899.2919921875,11580.826171875,7286.99365234375,7318.37353515625,NA,NA,NA,NA,18594.57421875,13962.109375,13886.5830078125,NA,12698.7998046875,11766.3994140625,11765.876953125,11891.337890625,NA,NA,NA
2404,160,165,"[C5H11NNaS3]+",203.99458,"C5H11NS3_M+Na",7897.7412109375,14423.0244140625,NA,10673.03125,10854.462890625,9842.4296875,NA,NA,NA,11203.3193359375,NA,NA,NA,NA,NA,8823.62109375,8874.1669921875,11891.255859375,8598.1728515625,8682.201171875,NA,NA,NA,11932.88671875,NA,9362.0380859375,NA,11105.1279296875,NA,NA,NA,10527.982421875,NA,19106.48828125,NA,NA,NA,NA,8703.3857421875,9469.9755859375,12185.501953125,11741.318359375,15643.47265625,10122.4755859375,NA,NA,NA
2405,42.5,50,"[C5H11NNaS3]+",203.99458,"C5H11NS3_M+Na",7442.91748046875,16678.76171875,NA,NA,NA,10650.68359375,7867.97705078125,NA,NA,9812.7490234375,NA,14029.384765625,NA,NA,NA,8401.3642578125,16059.6796875,8703.763671875,NA,NA,NA,NA,NA,NA,7199.98974609375,NA,NA,NA,NA,NA,NA,NA,NA,33756.05078125,NA,NA,11699.8916015625,17595.5390625,NA,NA,19733.587890625,11082.20703125,NA,10772.3349609375,NA,8726.0166015625,NA
2407,65.05429518402,85.649248152,"[C5H11O6]+",167.05501,"C5H10O6_M+H",80113.09375,91120.8671875,43207.28125,172443.140625,117686.6953125,76221.109375,154394.859375,66982.3359375,216279.984375,65945.796875,44858.1796875,87882.6015625,205332.375,63924.10546875,214681.515625,32711.421875,63827.5546875,215029.625,145038.328125,228825.140625,92598.828125,159436.6875,148395.546875,103905.8984375,125096.5703125,60257.59765625,143597.859375,65161.97265625,83921.90625,94901.5625,187314.96875,82216.453125,78152.25,NA,35803.390625,1648739.875,1200812.125,1235572.625,1117749.125,1210234.375,1502138,1290712.75,1268782.875,1482700.75,1578434.375,1581422.375,1662502.75
2409,367.5,375,"[C5H12AsO2]+",179.00478,"C5H11AsO2_M+H",43458.6640625,36876.46484375,NA,16183.578125,13276.25,6137.255859375,8263.5859375,43713.32421875,NA,NA,NA,NA,66435.7734375,7816.67724609375,8059.53125,7095.109375,NA,NA,NA,NA,222404.265625,185044.390625,1633164.5,759713.0625,33530.5546875,15250.5771484375,28716.6953125,39462.78125,9615.4462890625,NA,NA,6856.72900390625,NA,NA,NA,26278.04296875,19772.365234375,21296.837890625,21979.279296875,18124.423828125,16783.693359375,16957.181640625,9971.86328125,9280.5166015625,11570.6591796875,11725.0751953125,8664.630859375
2410,345.28010732802,363.95654167998,"[C5H12N3O]+",130.09749,"C5H11N3O_M+H",4747225,4633149.5,5175251.5,4820123,4430971,4261704,4142619.25,4670908,2069141,3449870,2410182,2567445.75,5651099,4005621.5,4361721.5,4354403,2644791.25,5627148,3021142.75,3180475,5185390,4573924,2002576.75,4796239.5,3737399.5,3279017,4293097,4841613.5,3705034.75,5144003,2148176.5,1927074.875,282422.59375,1623636.125,621726.1875,4294136.5,4127031,4615025,4351029,4509091,4682144.5,4730566,3935316.5,3812489,3473878.75,3615670.75,3543729.75
2411,363.95654167998,390.29437908798,"[C5H12N3O]+",130.09749,"C5H11N3O_M+H",2582047.5,3706790,2920843.25,4069546.5,3589501.25,3260442.25,2648036.25,3184028.5,1140228.875,2510347.75,1079681.125,1562535.375,3586021,2382172.25,2841816.75,2745986.75,1838812.75,3908895,2004533.375,2377469.5,3051851.75,2897629.5,1586475.125,3245243,2188641,2471709.25,2514803.25,3169591.5,2385163,3689906.75,1537489.75,1488765.375,282422.59375,1623636.125,546160.8125,3669885,3993507.25,4156546.5,3962998.5,4096870.5,4028127.75,3981845,3084655.75,2608967.25,2429697.5,2426413.75,2485823
2412,197.5,225,"[C5H12NNa2O6S4]+",355.93374,"C5H11NNa2O6S4_M+H; C5H12NNaO6S4_M+Na",19129.21875,19599.353515625,13208.2099609375,18532.49609375,21084.501953125,21173.150390625,20124.353515625,8418.4736328125,20598.259765625,19221.66015625,18638.9375,17251.3984375,18272.33984375,24596.029296875,18740.279296875,6956.36474609375,15413.115234375,26423.20703125,16340.83984375,16042.47265625,18234.990234375,13921.0400390625,18764.15625,11181.9833984375,16067.4697265625,19800.47265625,22130.9609375,17370.158203125,11549.333984375,19135.5390625,18016.09375,21344.876953125,7850.01025390625,NA,NA,16749.736328125,18957.1796875,16016.2978515625,17416.728515625,21043.859375,19207.12890625,17819.421875,20912.20703125,11832.5380859375,18193.908203125,20556.546875,15049.10546875
2413,332.5,345,"[C5H12NO2S]+",150.05833,"C5H11NO2S_M+H; C5H8O2S_M+NH4",126895.3984375,78539.0390625,154849.734375,56432.609375,54483.5,63939.7734375,65761.3359375,57034.24609375,67050.3671875,72513.1171875,77512.953125,62182.0390625,137541.28125,73488.7109375,110648.8125,115506.1640625,45626.125,105964.875,45162.171875,47777.5546875,82921.078125,67017.8828125,32239.90625,135771.140625,97159.546875,79456.65625,98318.28125,96961.046875,61481.34375,105733.9921875,30501.06640625,46649.52734375,NA,NA,NA,39915.890625,45481.0703125,50384.44921875,54417.79296875,54446.44140625,52278.57421875,48562.15234375,62397.4375,65793.96875,52954.72265625,55072.2421875,64182.01953125
2414,230,252.5,"[C5H12NO2S]+",150.05833,"C5H11NO2S_M+H; C5H8O2S_M+NH4",24277.03125,31553.18359375,28564.712890625,9868.5537109375,12350.4091796875,12680.2392578125,13071.369140625,7997.25048828125,12097.7724609375,16287.90625,9111.6259765625,15419.5576171875,15434.7705078125,13413.580078125,21422.419921875,21879.919921875,26568.26953125,23792.8671875,15186.751953125,14300.7998046875,27612.533203125,20960.046875,20569.9375,20611.791015625,24498.28125,18576.66796875,26758.927734375,28521.54296875,18238.544921875,20740.974609375,16437.0625,13767.607421875,NA,NA,NA,9833.9853515625,13396.48828125,7908.29296875,14606.251953125,13871.275390625,14348.7978515625,19627.4140625,13969.21875,15687.1611328125,21842.71484375,16246.59765625,16780.58203125
2415,330,337.5,"[C5H12NO3P]+",165.05493,"C5H13NO4P_M+H-H2O",199264.234375,66692.6875,200330.90625,51226.203125,64351.4296875,61700.68359375,103587.78125,78035.6171875,72999.09375,129331.5,187437.34375,102300.03125,215453.75,148300.625,175724.921875,203353.734375,56922.26953125,168561.6875,66052.921875,75806.34375,166926.984375,68245.578125,41141.4296875,132143.0625,178576.75,95308.265625,165029.390625,185329.59375,111021.3125,168001.578125,49975.171875,87986.5703125,7556.0380859375,NA,12726.15234375,38906.7109375,25549.587890625,61884.67578125,56699.94140625,64527.0546875,67026.5234375,61505.484375,81563.3984375,108079.75,112948.7421875,108000.0703125,111141.875
2416,192.5,210,"[C5H12NO4]+",150.07608,"C5H8O4_M+NH4; C5H11NO4_M+H",13617.7978515625,11172.0244140625,82125.5078125,17686.49609375,16097.55859375,27698.607421875,76857.125,6230.90234375,20689.673828125,12104.83203125,7598.333984375,19074.998046875,45181.25,27305.333984375,24105.423828125,17012.26171875,10791.9365234375,17293.798828125,54595.44921875,11512.3818359375,8167.3994140625,36005.0703125,84815.1796875,10509.75,12536.853515625,27769.263671875,15308.8974609375,34728.6171875,11824.275390625,16639.931640625,70283.578125,9607.541015625,NA,NA,NA,6720.32373046875,13716.90625,10344.8486328125,8866.4541015625,13960.462890625,9451.5107421875,14274.1376953125,9317.5302734375,17494.5625,13272.6884765625,18072.5234375,13990.615234375
2417,175,192.5,"[C5H12NO4]+",150.07608,"C5H8O4_M+NH4; C5H11NO4_M+H",17171.41015625,11172.0244140625,82125.5078125,17686.49609375,16097.55859375,27698.607421875,76857.125,9362.6123046875,20689.673828125,14202.6337890625,19351.224609375,23902.890625,45181.25,27562.88671875,24105.423828125,17012.26171875,14147.7763671875,17293.798828125,55440.125,11512.3818359375,14620.078125,36005.0703125,89529.0546875,10944.501953125,17593.470703125,27769.263671875,19656.16796875,35198.75390625,13795.34375,16810.212890625,70283.578125,10591.7939453125,NA,NA,NA,12481.89453125,7201.3955078125,10344.8486328125,10903.4921875,13960.462890625,10462.369140625,14274.1376953125,11557.9755859375,17494.5625,12739.0029296875,18072.5234375,13990.615234375
2418,350,365,"[C5H12NO6S]+",214.03798,"C5H8O6S_M+NH4",31797.13671875,48517.44921875,48441.5546875,35845.5859375,48046.609375,49503.51171875,26086.751953125,36103.75,29096.63671875,61099.60546875,46405.2890625,42446.22265625,49023.6171875,38348.046875,NA,46477.2265625,16943.900390625,38700.86328125,32176.951171875,31975.439453125,32644.640625,22606.416015625,16522.9609375,83564.0625,33085.51953125,51318.78515625,31872.126953125,51166.7109375,57059.3828125,66257.3125,39507.92578125,43869.80859375,NA,NA,NA,101034.3515625,84316.859375,59388.00390625,63180.75,66901.328125,37344.14453125,56425.0859375,39491.41015625,39696.28125,10908.126953125,21965.529296875,40393.87109375
2419,277.5,285,"[C5H12NS3]+",182.01264,"C5H11NS3_M+H",24156.498046875,26111.359375,10624.8662109375,22252.56640625,10393.5263671875,8044.7509765625,13893.0654296875,10582.5478515625,NA,NA,NA,NA,22766.01953125,19467.876953125,22776.603515625,15842.0166015625,9473.541015625,8736.24609375,14379.54296875,6457.21484375,44556.60546875,54250.4453125,67298.921875,NA,33162.38671875,13919.08984375,23782.447265625,41842.7578125,9293.7373046875,12127.658203125,21044.130859375,NA,NA,NA,NA,12536.58984375,11241.3271484375,9881.3154296875,9467.509765625,6921.708984375,10587.890625,10043.857421875,7703.07568359375,8656.2724609375,14083.80859375,8676.7021484375,9965.9736328125
2420,324.23051019198,347.9128056,"[C5H12N]+",86.09642,"C5H8_M+NH4; C5H11N_M+H",575538.1875,405672.1875,690840.125,376034.6875,230992,242832.65625,277313.53125,276338.125,439558.90625,28872.20703125,26411.724609375,382798.09375,634865.75,31026.923828125,33906.6328125,31811.8203125,228589.984375,535384.3125,250696.375,246462.578125,597745.6875,29286.876953125,204533.515625,436539.15625,690174.5625,413793.25,564065.1875,861204.125,347968.75,629725.75,199625.140625,44704.19921875,28901.40625,29461.080078125,30698.421875,71158.5,307268.9375,316945.40625,307458.875,314629.28125,81611.3046875,75353.5625,339100.28125,356397.40625,378558.5625,348418.71875,70958.78125
2421,178.17838073598,195.33547595202,"[C5H12NaS2]+",159.02726,"C5H12S2_M+Na",70059.0078125,78047.875,101071.28125,87572.84375,96185.484375,101148.4765625,149652.34375,101522.1953125,94685.03125,43437.9609375,339839.125,49490.015625,205876.40625,137712.625,60142.3671875,33965.91015625,116676.1953125,79801.0859375,69358.0390625,74103.03125,97786.203125,80112.53125,123348.75,48371.3046875,175009.796875,104872.6484375,109374.9765625,111374.2578125,138006.359375,107918.5234375,104426.9609375,59522.17578125,NA,13436.6728515625,NA,42167.859375,58385.48828125,50620.16796875,48821.78125,60402.625,59328.55859375,60011.57421875,70901.9921875,70731.046875,67147.703125,69048.5625,68047.1875
2422,154.821903744,177.39910480002,"[C5H12NaS2]+",159.02726,"C5H12S2_M+Na",66436.3671875,65107.78515625,89493.265625,87572.84375,96185.484375,73494.1953125,149652.34375,96524.7734375,78929.90625,42921.0703125,339839.125,38532.0625,168960.53125,122587.0234375,44074.04296875,33965.91015625,114869.9140625,76306.7421875,56496.18359375,74103.03125,97786.203125,76575.6328125,123348.75,48371.3046875,169567.703125,104872.6484375,109374.9765625,104711.7734375,138006.359375,95250.6796875,104426.9609375,59522.17578125,NA,NA,NA,42167.859375,58385.48828125,50620.16796875,48821.78125,60402.625,54588.2890625,45433.75,57032.15625,69686.9921875,63590.28125,69048.5625,68047.1875
2423,133.05854348001,154.821903744,"[C5H12NaS2]+",159.02726,"C5H12S2_M+Na",37781.3671875,49160.15234375,51863.70703125,58000.3046875,69297.3046875,57190.2578125,72712.84375,50028.15625,60952.51953125,37454.7578125,167077.390625,34386.72265625,118174.515625,70548.9765625,31585.888671875,24226.150390625,65352.58203125,58670.546875,38629.7578125,43887.59375,57216.44140625,51256.63671875,50873.85546875,38171.77734375,92713.3515625,79193.203125,69842.984375,65307.40625,72872.46875,77041.2734375,51063.9140625,33605.62890625,NA,12124.46875,NA,26509.623046875,31228.33203125,32529.826171875,37156.65625,42012.58984375,36995.5078125,40407.41796875,45345.77734375,37771.1171875,41129.43359375,51425.57421875,45082.63671875
2424,177.39910480002,178.17838073598,"[C5H12NaS2]+",159.02726,"C5H12S2_M+Na",70059.0078125,78047.875,97422.578125,87572.84375,96185.484375,89846.0859375,149652.34375,96524.7734375,94685.03125,43437.9609375,339839.125,49490.015625,205876.40625,137712.625,60142.3671875,33965.91015625,116676.1953125,76306.7421875,56496.18359375,74103.03125,97786.203125,79381.2421875,123348.75,48371.3046875,169567.703125,104872.6484375,109374.9765625,111374.2578125,138006.359375,107918.5234375,104426.9609375,59522.17578125,NA,NA,NA,42167.859375,58385.48828125,50620.16796875,48821.78125,60402.625,59328.55859375,60011.57421875,70901.9921875,70731.046875,67147.703125,69048.5625,68047.1875
2425,111.29518321602,133.05854348001,"[C5H12NaS2]+",159.02726,"C5H12S2_M+Na",27323.5703125,23513.626953125,31709.5390625,29914.474609375,31527.859375,27334.703125,45100.390625,35243.32421875,30670.677734375,23140.267578125,100373.3515625,20171.83203125,62631.21875,49578.609375,21292.255859375,13540.896484375,39378.609375,25352.935546875,23522.30078125,25046.58984375,31487.3828125,35148.84375,6050.00830078125,29281.6015625,56554.546875,44993.0703125,37892.6171875,44110.14453125,41548.5859375,41809.0625,35533.71875,22698.787109375,NA,12884.7001953125,NA,19693.01953125,20351.73046875,16745.46484375,18368.521484375,16611.431640625,18933.662109375,22166.623046875,21666.177734375,25993.82421875,23907.03515625,29011.267578125,31982.671875
2426,252.5,260,"[C5H12NaS2]+",159.02726,"C5H12S2_M+Na",14866.5166015625,NA,14581.78125,12561.1552734375,8784.150390625,6843.7216796875,10770.12109375,NA,NA,NA,13988.6025390625,11423.056640625,6919.953125,8793.1904296875,10227.2255859375,NA,10407.4140625,13099.865234375,NA,10826.9189453125,NA,13441.7197265625,12261.0146484375,10736.5244140625,12111.701171875,12133.1455078125,10618.9423828125,13697.1015625,10148.51953125,8920.5830078125,11338.2939453125,8778.701171875,NA,10399.5439453125,NA,NA,NA,8292.3212890625,9338.953125,12905.7177734375,10389.9033203125,10574.541015625,8842.611328125,NA,8137.24609375,NA,10066.88671875
2427,85,92.5,"[C5H13N2OS2]+",181.04638,"C5H9NOS2_M+NH4",7798.0517578125,12972.2705078125,11049.3291015625,12351.705078125,8791.2490234375,10542.5107421875,8671.142578125,NA,8072.34033203125,11538.0908203125,NA,NA,13362.2587890625,7195.56787109375,NA,8134.7099609375,10598.982421875,11903.447265625,8391.779296875,9261.8212890625,11505.7607421875,10597.6953125,7391.197265625,10866.9794921875,11398.5751953125,11541.296875,11811.62890625,9012.6865234375,9297.1416015625,8332.6650390625,9788.578125,9651.076171875,NA,NA,8478.3427734375,10476.0322265625,9464.73828125,15925.50390625,12789.013671875,12913.5068359375,10740.9384765625,14198.2734375,14344.0029296875,8205.7666015625,7443.2626953125,NA,16577.75390625
2430,274.09197353598,334.332902064,"[C5H13S2]+",137.04532,"C5H12S2_M+H",137460.3125,140955.28125,1519500.5,54011.0234375,164222.078125,103061.4453125,435173,110164.890625,120556.9921875,94520.171875,162101.953125,98550.96875,352360.78125,267767.3125,67960.71875,154765.140625,147903.671875,168456.953125,99626.484375,101013.859375,85086.4140625,184923.109375,56960.52734375,103149.9140625,244459.140625,118274.671875,110130.3515625,207793.5,119374.46875,129474.578125,90613.2734375,92218.7109375,29767.486328125,57306.24609375,42703.52734375,103893.09375,117681.5703125,129245.1796875,123657.4140625,129761.5,124360.609375,111183.59375,113590.9765625,124251.75,84005.3046875,78135.8984375,81766.4609375
2431,260.49423192,290.21664457599,"[C5H14ClNNaO]+",162.06561,"C5H14ClNO_M+Na",31277.880859375,68584.46875,59252.8984375,60130.06640625,41271.94921875,63131.96484375,44100.35546875,36648.4921875,42689.01953125,79453.2109375,32867.69921875,29451.697265625,38712.90234375,24738.748046875,17686.07421875,22035.396484375,19330.45703125,26151.408203125,14506.5048828125,22332.2734375,27227.744140625,52208.3984375,22452.095703125,21810.087890625,29975.701171875,26246.65234375,40571.171875,32224.34765625,20630.65234375,89262.1875,30320.02734375,50922.171875,15339.41015625,NA,5476.62255859375,38598.6171875,41979.02734375,69865.7109375,33545.58984375,65265.30078125,61599.421875,60589.73046875,56456.98046875,46381.3671875,17969.10546875,16698.115234375,18726.716796875
2432,84.10812367998,101.18917844802,"[C5H14ClNNaO]+",162.06561,"C5H14ClNO_M+Na",26313.2421875,35120.640625,44589.828125,38031.1328125,31210.763671875,31155.076171875,48806.8125,23516.0546875,31184.21484375,40316.5078125,33679.44140625,31154.677734375,49246.83984375,39009.92578125,26955.083984375,48187.7109375,33895.18359375,29175.400390625,26227.564453125,30433.58984375,30769.779296875,36581.8984375,35753.4140625,42379.95703125,23979.79296875,42541.43359375,50091.5234375,46914.015625,25225.3125,45739.45703125,42477.98046875,34631.18359375,10077.6708984375,NA,9015.2060546875,14221.3486328125,27490.974609375,28757.275390625,27566.798828125,35736.99609375,26978.666015625,37192.2265625,34182.71875,44326.73046875,31283.185546875,28497.076171875,33688.8046875
2433,32.5,40,"[C5H14ClNNaO]+",162.06561,"C5H14ClNO_M+Na",17196.150390625,14002.326171875,15675.0810546875,NA,14794.6845703125,13090.6376953125,15303.8876953125,18230.61328125,20871.8671875,12838.841796875,12718.9423828125,11519.3486328125,15435.423828125,18802.408203125,9390.3369140625,8725.669921875,18116.57421875,7749.8349609375,10363.1201171875,19221.423828125,17028.923828125,12707.7158203125,10073.1474609375,8242.4130859375,17343.189453125,16241.748046875,17291.236328125,12241.1142578125,12763.5009765625,11565.109375,16032.7255859375,20990.720703125,23269.984375,NA,NA,NA,9575.498046875,8110.74658203125,9240.9013671875,8665.9072265625,31014.263671875,10743.1259765625,8311.0654296875,12167.33203125,18769.619140625,12363.388671875,17738.951171875
2434,507.5,517.5,"[C5H14ClNNaO]+",162.06561,"C5H14ClNO_M+Na",13962.9013671875,6523.94873046875,9929.6357421875,5141.2978515625,8786.4736328125,9691.2685546875,12963.7158203125,8555.5302734375,14521.498046875,6312.31884765625,6635.8935546875,12651.6025390625,8831.0576171875,16704.61328125,7687.6416015625,6890.9013671875,8449.62109375,6708.68408203125,7595.8896484375,12642.3857421875,8229.60546875,8276.94140625,10746.4638671875,10688.5068359375,9773.7373046875,12444.94921875,11809.6025390625,9199.564453125,13841.986328125,7897.7041015625,11071.46484375,15553.765625,8516.083984375,7318.42529296875,5739.97509765625,6463.7734375,8361.498046875,10168.79296875,7856.748046875,7911.5224609375,8413.126953125,10064.7294921875,10071.0380859375,8546.4638671875,9051.2451171875,12344.416015625,12352.4814453125
2435,336.68437043202,352.98356723202,"[C5H14N3O2]+",148.10805,"C5H10N2O2_M+NH4",40515.47265625,25693.3203125,34965.53125,30435.3046875,16209.8662109375,14122.814453125,11985.9052734375,14761.2578125,9655.123046875,8771.2509765625,11020.6455078125,18425.162109375,40568.2421875,15042.46875,39385.96484375,20087.44140625,13442.3662109375,39870.32421875,14982.419921875,20348.740234375,31087.701171875,28924.212890625,7495.8486328125,14641.025390625,6985.97998046875,23316.4375,31251.3828125,37233.83203125,20361.3203125,25125.28125,9374.5361328125,16257.1611328125,NA,13022.771484375,9137.5849609375,24468.83203125,31121.912109375,32760.3125,29374.892578125,29546.23046875,29360.197265625,11968.412109375,12442.2041015625,37054.57421875,15873.4072265625,9425.5537109375,26581.28515625
